Lease_Name,Top_Depth,Box,Inch,Depth_calculated,XRF_adjusted_depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo,TOC,d13Ccorr,TON,CN,d15N,d13C_carb,d18O_carb,TIC,QUARTZ,K-FELDSPAR,PLAGIOCLASE,CALCITE,SIDERITE,DOLOMITE,Fe_DOLOMITE,PYRITE,FLUORAPATITE,TOTAL CLAY,Average_UCS_MPa,Formation
Core-01,4727,B23,29,4729.246667,,0.33,0.12,0.98,6.38,0.06,0.48,0.31,16.51,0.03,201.12,1.13,0,64.42,9.99,5.52,28.63,29.26,42.5,5.93,12.42,11.69,,3.09,33.17,5.95,720.67,15.31,27.69,4.75,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,31,4729.33,,0.35,2.66,0.81,5.54,0.44,11.27,0.29,25.07,0.04,185.78,0.87,0,73.17,22.52,7.11,31.16,24.9,36.23,4.87,14.47,12.42,,2.46,26.59,0,698.27,15.69,13.46,3.82,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,33,4729.413333,,0.38,0.94,0.8,5.72,0.13,4.13,0.28,23.18,0.02,192,0.95,0,71.56,14.84,5.81,18.69,23.97,37.77,6.42,10.33,11.15,,2.48,22.17,4.97,735.61,11.11,10.26,2.84,1.57,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,35,4729.496667,,0.33,0.35,0.73,5.77,0.08,1.45,0.26,20.57,0.02,197.2,1.06,0,70.84,7.53,5.23,22.3,20.82,26.2,7.95,10.2,11.49,,2.88,24.09,9.36,674.85,12.86,14.73,3.91,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,37,4729.58,,0.3,0.39,0.9,5.95,0.07,1.22,0.48,27.86,0.03,192.55,0.99,0,73.08,13.96,6.87,30.06,21.52,36.02,5.5,8.54,9.42,,2.49,29.19,0,625.21,13.58,13.95,4.19,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,39,4729.663333,,0.4,2.09,0.76,5.5,0.32,8.79,0.29,26.29,0.03,186,0.97,0,82.33,17.32,6.35,27.66,22.34,27.32,5.64,10.34,11.02,,2.51,28.33,0,651.87,15.78,14.42,3.96,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,41,4729.746667,,0.29,0.31,1.42,6.94,0.06,0.69,0.65,22.72,0.05,193.06,1.11,0,60.29,18.46,4.89,27.14,25.89,40.2,7.23,9.3,11.03,,3.93,43,7.6,612.93,16.65,33.88,4.29,1.95,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,43,4729.83,,0.29,0.27,1.43,7.09,0.06,0.56,0.57,19.58,0.05,194.02,1.2,0,57.53,17.05,6.64,27.85,20.43,45.86,4,8.91,10.75,,3.83,46.52,0,574.14,15.2,36.1,5.09,0.35,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,45,4729.913333,,0.29,0.36,1.16,6.47,0.07,1.08,0.54,24.98,0.04,194.75,1.04,0,69.02,16.86,6.51,23.7,25.52,35.69,7.39,6.49,9.37,,3.51,33.07,11.98,640.87,11.42,24.06,4.24,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,49,4730.08,,0.39,1.07,1.11,6.31,0.15,3.78,0.5,25.39,0.04,188.14,1.08,0,68.83,20.01,5.41,30.79,24.75,33.25,5.74,8.45,9.83,,3.35,35.25,3.05,591.14,15.56,24.4,4.25,3.34,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,51,4730.25,,0.34,0.6,0.95,6.15,0.1,2.26,0.49,26.88,0.04,191.04,1.04,0,75.06,15.45,6.5,26.05,25.91,30.79,4.02,11.38,10.35,,3,23.57,14.4,674.08,14.28,19.68,4.16,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,53,4730.42,,0.36,0.78,1.01,6.18,0.12,3.14,0.43,25.37,0.04,191.87,1.01,0,75.91,18.58,5.96,34.35,23.25,29.21,5.79,8.67,9.01,,2.66,21.84,9.63,626.97,10.65,19.37,4.4,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,55,4730.58,,0.42,1.96,0.71,5.5,0.31,8.29,0.24,23.14,0.04,186.65,1.04,0,81.79,18.85,6.63,35.84,30.19,35.81,5.49,7.38,10.27,,2.63,25.55,3.23,626.06,15.5,17.38,4.03,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,57,4730.75,,0.36,0.69,1.03,6.18,0.11,2.63,0.46,25.98,0.04,191.68,0.99,0,70.03,19.95,5.84,27.15,22.17,32.26,7.11,8.31,10.43,,2.51,28.33,0,623.73,17.74,19.64,3.53,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,59,4730.92,,0.34,2.71,0.77,5.39,0.48,11.47,0.24,26.89,0.04,185.48,0.91,0,79.05,23.19,5.29,32.25,23.58,47.72,5.6,11.02,11.49,,2.32,27.61,0,610.4,15.41,14.69,4.57,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,61,4731.08,,0.29,0.29,1.23,6.54,0.06,0.6,0.61,27,0.05,193.21,1.05,0,67.78,20.88,7.48,34.65,26.8,96.03,4.69,10.95,11.31,,3.36,34.01,5.73,623.09,16.73,31.13,4.45,1.51,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,63,4731.25,,0.33,0.5,0.58,5.32,0.09,2.1,0.31,30.5,0.02,193.39,0.96,0,81.78,13.01,6.12,26.29,23.03,34.31,5.49,6.52,10,,2.85,21.06,13.83,663.45,12.27,11.32,3.32,0.3,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,65,4731.42,,0.28,0.21,0.55,5.39,0.06,0.76,0.19,25.79,0.01,197.88,1,0,76.71,5.86,7.58,16.67,22.65,31.73,2.85,8.4,9.78,,1.99,23.31,0,569.82,9.39,6.08,4.99,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,67,4731.58,,0.36,0.72,0.56,5.32,0.11,3.33,0.18,26.01,0.02,193.41,0.95,0,82.48,9.15,6.54,20.84,24.57,47.54,5.45,13.02,11.95,,1.92,17.81,0,607.22,11.36,4.47,2.99,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,69,4731.75,,0.35,0.65,0.57,5.37,0.1,2.57,0.23,27.53,0.01,194.33,0.91,0,80.36,9.8,8.48,14.9,22.45,26.16,3.92,5.19,9.34,,2.08,17.05,2.32,623.24,9.79,5.86,4.05,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,73,4732.08,,0.28,0.15,0.6,5.51,0.06,0.69,0.25,25.36,0.02,198.29,0.98,0,77.59,9.84,6.29,17,19.65,25,4.09,8.77,11.05,,1.48,17.87,0,588,8.7,7.65,3.65,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,75,4732.25,,0.34,0.48,0.67,5.55,0.09,2.18,0.23,23.26,0.02,197.66,0.99,0,77.17,7.33,4.44,21.11,21.91,29.75,4.31,7.85,10.69,,2.4,19.47,3.57,661.2,8.19,3.73,3.72,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,77,4732.42,,0.27,0.14,0.86,5.96,0.05,0.55,0.29,21.15,0.02,201.55,1.03,0,69.37,9.18,6.83,23.74,20.06,25.86,5.73,9.53,10.16,,2.41,25.27,0,664.11,13.98,9.94,3.83,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,79,4732.58,,0.4,1.11,1.21,6.45,0.15,4.29,0.45,22.63,0.05,189.94,1.19,0,68.9,17.73,5.45,22.72,25.06,38.2,6.98,11.63,11.76,,3.23,36.89,1.37,706.5,20.11,22.71,4.77,0.73,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,81,4732.75,,0.33,0.5,1.2,6.62,0.09,2.03,0.4,20.3,0.05,195.71,1.23,0,66.18,14.41,6.7,29.84,23.26,41.64,6.35,17.52,14.31,,3.04,31.27,4.91,677.37,12.95,26.69,3.57,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,83,4732.92,,0.41,1.34,0.65,5.48,0.22,5.56,0.22,25.91,0.03,190.41,0.92,0,72.88,16.6,7.27,30.91,23.93,39.29,8.49,13.27,13.96,,2.21,26.24,0,618.35,17.02,13.87,3.68,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,85,4733.08,,0.39,1.08,0.74,5.65,0.18,4.62,0.24,25.84,0.03,191.49,0.93,0,74.83,16.37,6.72,20.5,21.94,28.96,5.84,10.99,10.84,,2.37,21.2,5.69,644.39,13.9,14.9,3.85,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,87,4733.25,,0.39,1.09,0.55,5.37,0.2,4.79,0.2,26.69,0.02,191.8,0.88,0,79.67,14.66,7.86,18.1,21.05,34.76,7.03,9.08,10.47,,2.09,21.65,0,611.71,15.41,17.31,3.58,0.34,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,89,4733.42,,0.35,0.56,0.45,5.81,0.36,2.12,0.24,24.04,0.03,196.34,1.01,0,71.92,14.39,5.72,22.13,25.58,49.22,6.38,10.95,11.44,,2.36,22.92,0,641.93,21.24,21.41,3.88,2.83,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,91,4733.58,,0.4,1.8,0.6,5.4,0.38,7.49,0.21,27.01,0.02,187.95,0.95,0,78.67,16.86,8.24,28.1,24.88,39.5,5.14,16.45,12.67,,2.28,19.01,6.9,607.19,16.77,20.54,4.97,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,93,4733.75,,0.4,1.16,0.86,5.8,0.18,4.82,0.3,23.3,0.03,191.65,1,0,73.79,16.4,5.53,27.82,28.74,32.96,5.42,9.88,10.72,,2.52,31.09,0,552.48,15.16,26.92,3.8,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4727,B23,95,4733.92,,0.37,0.86,0.92,6,0.14,3.25,0.41,25.5,0.04,193.69,1.03,0,71.64,12.73,6.86,17.91,25.88,34.78,5.95,11.08,11.25,,2.71,28.2,2.57,577.59,16.49,25.53,3.82,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4734,B24,1,4734.08,,0.36,0.7,0.97,6.3,0.17,2.46,0.36,23.71,0.06,189.52,1.47,0,68.17,19.89,5.72,60.39,30.34,40.26,7.66,20.84,17.05,,2.7,22.18,9.19,650.23,16.51,30.9,4.23,5.48,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4734,B24,3,4734.25,,0.31,0.41,0.28,5.86,0.61,1.15,0.3,24.52,0.03,197.65,1.19,0,70.36,13.62,6.18,24.04,24.36,35.56,6.2,12.79,11.97,,2.27,17.46,9.9,662.95,25.05,41.55,6.15,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4734,B24,5,4734.42,,0.3,0.36,0.25,5.48,0.36,1.07,0.18,26.03,0.02,198.18,1.05,0,79.23,9.72,5.77,21.9,23.78,41.09,4.58,10.57,10.53,,1.68,20.03,0,604.9,20.54,13.56,3,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4734,B24,7,4734.58,,0.39,1.03,0.65,5.54,0.2,4.02,0.26,25.64,0.03,193.32,1.01,0,78.83,12.03,6.13,21.36,20.54,37.58,4.02,10.89,10.24,,2.28,21.26,2.89,607.59,8.91,18.02,3.61,1.25,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4734,B24,9,4734.75,,0.37,0.76,0.58,5.5,0.18,3.12,0.23,24.84,0.02,196.21,0.99,0,77.21,12.39,5.62,24.6,25.97,37.92,5.73,8.15,10.35,,2.46,24.36,3.33,587.41,16.17,18.49,3.68,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4734,B24,11,4734.92,,0.24,0.04,0.54,5.46,0.08,1.61,0.02,14.78,0.01,209.88,1.12,0,73.54,0.24,6.86,18.45,20.12,33.35,6.59,8.22,10.22,,2.38,24.45,0,578.6,16.87,20.53,4.01,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4734,B24,13,4735.08,,0.37,0.75,0.04,5.3,0.63,2.83,0.14,26.35,0.02,194.21,1.04,0,80.72,15.55,6.22,20.56,24.41,37.28,3.42,8.97,10.23,,1.96,19.48,0,488.42,14.82,16.74,3.56,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4734,B24,15,4735.25,,0.28,0.24,0.77,5.48,0.1,1.03,0.15,26.79,0.02,197.89,1.17,0,77.77,12.93,5.02,29.73,20.85,34.07,4.67,13.83,11.98,,1.51,7.49,3.9,750.81,14.12,2.54,4.06,2.25,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,17,4735.42,,0.34,0.66,1.33,6.55,0.18,2.28,0.37,25.01,0.07,186.11,1.7,0,65.72,22.07,4.31,29.37,22.36,24.67,3.13,13.17,11.5,,1.77,15.69,0,707.36,16.35,10.8,2.85,2.21,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,19,4735.58,,0.33,0.6,1.76,6.98,0.15,2.3,0.34,18.8,0.08,185.51,1.72,0,52,22.05,3.08,48.18,26.32,29.13,6.83,19.61,13.2,,2.75,27.73,0.11,577.81,17.46,40.23,5.11,4.86,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,21,4735.75,,0.3,0.4,0.72,5.46,0.1,1.47,0.06,21.73,0.02,199.07,1.22,0,72.92,9.71,4.12,31.12,24.8,26.79,4.19,16.04,13.5,,1.66,9.64,5.76,679,16.51,13.08,3.82,0,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,23,4735.92,,0.32,0.48,0.86,5.55,0.1,1.74,0.07,24.71,0.02,192.05,1.42,0,72.33,12.77,12.98,52.65,33.39,31.53,6.12,20.58,12.38,,1.87,17.82,0,555.47,15.96,17.22,4.78,5.69,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,27,4736.25,,0.39,1.2,1.08,6.09,0.23,4.59,0.34,25.04,0.06,186.83,1.35,0,71.14,21.1,7.68,36.37,22.18,30.17,5.58,16.04,11.93,,2.8,23.09,8.34,655.28,16.54,20.84,4.87,5.4,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,29,4736.42,,0.36,0.73,1.32,6.57,0.17,3.25,0.29,19.82,0.05,190.05,1.41,0,64.7,17.46,7.66,50.1,29.93,30.71,6.53,19.27,15.43,,2.72,23.23,7.49,611.22,17.12,30.32,5.14,6.27,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,31,4736.58,,0.39,2.07,1.37,6.44,0.36,8.4,0.42,22.95,0.07,182.94,1.31,0,64.8,29.32,5.09,78.42,31.47,45.09,6.6,19.98,15.57,,2.82,26.74,7,566.53,15.36,43.08,5.65,9.84,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,33,4736.75,,0.35,0.62,1.32,6.75,0.18,2.85,0.35,19.34,0.06,189.23,1.45,0,57.53,21.8,6.17,60.08,33.4,26.55,6.93,17.75,14.57,,2.33,24.58,0,620.48,18.01,33.13,5.38,3.28,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,35,4736.92,,0.37,0.86,1.39,6.7,0.19,3.26,0.41,22.14,0.07,188.46,1.45,0,62.77,24.7,1.75,57.2,29.54,40.33,8.25,20.59,18.2,,2.72,24.41,8.15,646.91,19.25,35.57,5.36,6.96,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,37,4737.08,,0.31,0.47,0.72,5.54,0.13,1.54,0.31,28.83,0.03,194.36,1.17,0,78.23,15.21,3.18,29.43,22.45,29.65,3.54,15.19,12.16,,1.86,20.84,0,660.35,14.76,6.09,3.76,0,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,39,4737.25,,0.38,0.94,1.22,6.16,0.18,3.76,0.25,21.5,0.05,191.28,1.26,0,73.21,20.08,4.3,59.55,33,28.8,5.55,13.16,12.17,,3.2,29.04,8.76,577.66,16.28,37.34,5.74,7.4,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,41,4737.42,,0.29,0.42,0.29,4.83,0.07,1.24,0.03,31.77,0,189.68,1.35,0,87.79,3.78,5.38,23.48,19.02,23.15,4.49,9.72,11.04,,1.08,4.77,0,389.77,11.45,9.07,2.9,0,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,43,4737.58,,0.34,0.56,1.41,6.69,0.14,1.88,0.34,20.51,0.08,189.77,1.51,0,55.8,20.88,2.57,46.95,27.36,26,4.52,14.39,12.03,,2.43,20.82,4.28,630.86,15.26,24.9,4.2,7.74,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,45,4737.75,,0.31,0.38,1.06,6.14,0.11,1.46,0.27,22.63,0.06,190.57,1.44,0,61.97,13.69,4.41,36.27,23.58,23.45,5.85,15.27,12.63,,2.04,20.18,0,573.53,16.53,29.3,4.55,5.64,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,47,4737.92,,0.31,0.49,0.41,5.02,0.11,1.92,0.04,29.15,0.01,194.53,1.19,0,87.07,8.07,6.07,20.17,22.65,29.24,5.51,12.25,11.55,,1.59,10.8,0.48,588.32,12.66,7.95,3.12,1.37,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,49,4738.08,,0.39,1.01,1.22,6.39,0.18,3.7,0.3,24.25,0.06,188.53,1.29,0,70.94,24.99,7.18,42,27.83,31.16,6.35,17.17,12.86,,2.5,19.11,7.89,638.22,14.4,25.44,4.84,7.1,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,51,4738.25,,0.4,2.06,0.94,5.8,0.36,8.17,0.22,25.63,0.05,185.43,1.17,70.96,67.24,25.39,6.48,42.82,28.39,34.33,5.61,13.09,12.09,,2.42,24.45,0.46,574.51,13.85,36.12,5.34,0.1,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,53,4738.42,,0.36,0.73,1.58,7.15,0.15,2.65,0.44,19.77,0.08,186.19,1.59,0,56.2,22.26,3.42,63.66,30.95,32.26,6.9,14.73,12.33,,2.54,23.46,5.26,636.98,13.99,32.52,4.78,6.85,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,55,4738.58,,0.39,1.1,1,6.07,0.22,4.27,0.28,25.68,0.05,190.36,1.22,0,71.25,20.84,1.77,41.98,28.46,26.93,6.19,13.1,12.25,,2.02,19.41,0,647.07,18.33,27.65,4.5,5.14,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,57,4738.75,,0.38,1.05,1.29,6.47,0.21,3.9,0.3,22.59,0.06,188.11,1.31,0,68.92,25.49,3.21,54.42,34.2,32.81,6.64,12.87,12.09,,2.33,22.81,0,573.6,17.98,35.72,5.11,6.17,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,59,4738.92,,0.39,1.02,0.88,5.78,0.18,4.34,0.18,24.45,0.04,188.19,1.42,0,79.42,17.31,20.39,40.5,22.95,25.76,5.77,15.12,12.04,,1.53,10.87,0,588.94,15.5,12.77,4.37,3.05,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,61,4739.08,,0.35,0.64,1.23,6.9,0.17,2.27,0.29,21.6,0.05,186.63,1.59,0,69.01,23.02,6.76,78.62,35.03,57.2,7.33,48.55,13.94,,2.75,22.84,7.92,580.91,18.29,33.02,5.31,16.51,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,63,4739.25,,0.36,0.76,1.33,7.16,0.17,2.51,0.29,20.58,0.05,184.07,1.79,0,66.98,27.32,9.98,97.33,37.94,66.4,7.38,69.77,11.22,,2.46,23.09,3.19,581.84,19.61,23.52,4.77,14.9,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,65,4739.42,,0.28,0.23,0.4,5.28,0.07,0.72,0.07,31.24,0.01,193.92,0.99,0,84.94,12.02,6.59,14.54,18.87,22.02,4.29,8.86,10.37,,1.39,12.14,0,428.19,9.28,9.71,3.13,0,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,67,4739.58,,0.36,0.77,0.54,5.52,0.11,3,0.13,28.2,0.02,191.44,0.95,0,81.93,14.93,6.6,18.76,20.04,25.21,4.76,9.2,11.06,,1.92,25.24,0,407.09,13.4,13.91,3.72,0,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,69,4739.75,,0.31,0.4,0.95,6.54,0.07,0.89,0.33,27.16,0.04,193.3,1.13,0,73.24,21.32,3.96,35.87,24.67,23.08,4.82,13.1,11.46,,2.29,27.31,0,445.24,9.53,26.76,3.76,3.82,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,71,4739.92,,0.31,0.42,0.34,5.39,0.1,1.43,0.09,30.86,0.01,193.93,0.98,0,84.49,12.98,5.44,29.75,24.01,20.89,4.97,14.57,12.12,,2.34,23.77,0,469.93,10,16.76,3.34,6,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,73,4740.08,,0.33,0.62,0.09,4.94,0.24,2.7,0,27.48,0.01,192.58,1.15,0,90.35,3.32,7.71,25.62,22.51,19.63,4.11,15.18,11.84,,1.77,13.15,0,353.28,13.8,11.52,3.26,4.26,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,75,4740.25,,0.36,0.73,0.83,6.27,0.19,2.81,0.24,23.7,0.04,192.44,1.14,0,79.16,18.05,2.19,34.24,25.27,79.54,6.87,13.04,11.68,,3.49,34.38,7.98,521.36,17.04,28.92,4.41,12.72,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,77,4740.42,,0.38,0.85,1.9,8.18,0.12,3.16,0.56,19.29,0.07,181.85,1.55,0,72.69,30.29,5.01,70.8,32.96,47.74,8.75,19.5,10.86,,4.27,49,4.98,643.32,15.14,37.77,5.88,37.81,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,79,4740.58,,0.35,0.76,0.65,5.75,0.11,2.86,0.15,29.13,0.02,190.32,0.94,0,88.2,16.41,4.69,29.11,19.84,21.66,5.56,7.95,10.44,,2.1,16.64,2.98,351.52,9.38,18.13,2.89,9.13,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,81,4740.75,,0.39,1.12,0.55,5.42,0.17,4.87,0.14,31.3,0.01,187.86,0.93,0,91.53,18.68,6.28,32.46,23.41,32.94,4.9,8.95,10.08,,1.76,13.73,0.98,428.56,11.17,15.51,3.32,5.36,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,83,4740.92,,0.41,1.56,1.84,8.07,0.21,6.56,0.59,18.02,0.08,179.03,1.74,0,71.55,34.98,2.65,60.61,25.89,40.87,7.57,20.05,14.63,,4.1,43.92,10.83,669.36,14.11,37.48,5.61,25.07,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,85,4741.08,,0.41,1.38,1.97,8.38,0.18,5.58,0.6,18.75,0.08,175.14,2.13,0,79.85,28.56,5.03,59.86,31.63,52.85,9.3,23.05,19.59,,3.96,45.21,9.12,580.34,15.39,47.64,5.89,22.42,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,87,4741.25,,0.4,1.41,2.27,8.89,0.18,5.3,0.78,18.94,0.09,182.19,1.38,116.37,70.1,37.47,6.5,51.93,27.81,45.44,7.64,25.01,15.71,,3.87,50.14,0,482.07,20.25,51.31,5.79,16.92,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,89,4741.42,,0.35,0.78,2.69,9.9,0.09,1.98,0.88,18.22,0.1,182.37,1.53,219.57,59.96,39.39,6.67,47.67,25.52,41.85,10.92,17.89,8.54,,5.26,61.69,10.87,492.56,20.82,66.27,6.24,11.02,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,91,4741.58,,0.36,0.73,2.54,9.45,0.09,2.14,0.82,18.6,0.1,183.77,1.45,0,60.19,40.53,5.61,39.6,24.29,37.41,9.31,13.61,12.58,,4.96,61.55,4.16,492.21,20.13,56.74,6.88,7,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,93,4741.75,,0.3,0.45,0.56,5.39,0.14,1.65,0.09,28.16,0.01,192.44,1.26,0,86.45,11.67,4.31,36.8,24.25,45.3,2.31,15.79,12.59,,1.12,9.1,0,651.78,15.94,0,3.47,0,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4734,B24,95,4741.92,,0.33,0.57,3.73,12.94,0.06,1,1.23,12.23,0.14,179.06,1.69,238.89,72.17,49.63,3.23,56.86,33.18,90.08,13.97,11.1,12.81,,6.89,90.12,10.37,491.84,22.5,95.62,9.26,6.21,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4742,B25,1,4742.08,,0.34,0.77,3.88,13.31,0.07,1.24,1.26,11.38,0.15,177.72,1.75,217.86,67.03,54.63,5.82,56.04,31.53,76.21,13.07,12.31,14.25,,7.19,95.68,8.14,497.38,22.91,94.03,8.55,6.16,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4742,B25,3,4742.25,,0.31,0.44,2.93,10.6,0.06,0.81,1.01,16.05,0.11,183.15,1.45,116.01,64.18,45.09,7.26,53.63,32.13,82.66,9.75,11.86,11.93,,5.86,74.55,5.23,556.12,21.85,69.74,7.65,6.32,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4742,B25,5,4742.42,,0.33,0.64,3.69,12.92,0.06,0.92,1.25,12.45,0.14,178.84,1.68,209.33,81.25,53,7.35,49.88,28.28,75.73,13.16,11.86,13.3,,7.18,89.74,15.49,527.47,22.67,87.81,8.43,8.6,,,,,,,,,,,,,,,,,,,,Eagle Ford
Core-01,4742,B25,7,4742.58,,0.32,0.55,3.77,12.99,0.06,0.87,1.21,12.15,0.14,178.57,1.74,229.52,80.55,52.16,9.35,55.94,29.62,99.55,13.34,13.47,11.1,,7.47,96.53,13.78,478.84,23.38,98.55,9.01,7.42,,,,,,,,,,,,,,,,,,,,Eagle Ford
